"得意先","部門","製造倉庫","受注日","製造指示日","製造指示番号","品番","ｻｲｽﾞ(厚さ)","ｻｲｽﾞ(縦)","ｻｲｽﾞ(横)","ｻｲｽﾞ(高さ)","品名","色","数量","規格","製造期限","配送便","出荷日","出庫日","進捗","担当者","生地日","調達"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098516-002-771","BE3020SC","1.60","300.0","300.0","200.0","国土 PB 平 焼付","2.5Y9/1 近似色","5","ｱｰｽ","2026/08/26","佐川急便","2026/08/27","","切断","林(浩)","2026/08/18","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098516-003-771","BE4030SC","1.60","400.0","400.0","300.0","国土 PB 平 焼付","2.5Y9/1 近似色","5","ｱｰｽ","2026/08/26","佐川急便","2026/08/27","","未着手","","2026/08/18","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098516-001-771","BE2015SC","1.60","200.0","200.0","150.0","国土 PB 平 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/26","佐川急便","2026/08/27","","仕上","三澄","2026/08/18","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098524-001-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/26","佐川急便","2026/08/27","","未着手","","2026/08/18","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098524-002-771","SE4030XC","1.50","400.0","400.0","300.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/26","佐川急便","2026/08/27","","未着手","","2026/08/18","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098542-001-771","SE2015XC","1.50","200.0","200.0","150.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/27","佐川急便","2026/08/27","","未着手","","2026/08/19","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098542-002-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","5","ｱｰｽ","2026/08/27","佐川急便","2026/08/27","","未着手","","2026/08/19","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098542-003-771","SE4030XC","1.50","400.0","400.0","300.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/27","佐川急便","2026/08/27","","未着手","","2026/08/19","製造"
"中国機材設備　東広島★","九州工場","九州工場","2026/07/01","2026/07/01","26-J0073818-001-771","AD0000N","2.00","700.0","300.0","1,300.0","ｱﾙﾐ ﾀﾞｸﾄ","","1","/500 点検口 ｱｰｽ 支持棒+ｾﾊﾟ3枚　補強 ﾌﾗﾝｼﾞ付","2026/08/28","福山通運　九州発送","2026/08/28","","未着手","","2026/08/28","製造"
"中国機材設備　東広島★","九州工場","九州工場","2026/07/01","2026/07/01","26-J0073818-004-771","AD0000N","2.00","900.0","500.0","3,000.0","ｱﾙﾐ ﾀﾞｸﾄ","","1","/980 点検口 ｱｰｽ 支持棒+ｾﾊﾟ3枚　補強 ﾌﾗﾝｼﾞ付","2026/08/28","福山通運　九州発送","2026/08/28","","未着手","","2026/08/28","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-004-771","DD0000N","1.60","500.0","250.0","9,525.0","Sﾀﾞｲﾏ ﾀﾞｸﾄ","","1","/4190/1300 WP 12分割･支持棒･ｾﾊﾟﾚｰﾀ付","2026/08/21","チャーター便","2026/08/28","","切断","岩本","2026/08/20","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-001-771","ID0000C","1.60","500.0","250.0","3,885.0","鉄 ﾀﾞｸﾄ 焼付","5Y7/1(近似色)","1","/825/600 6分割 支持棒･ｾﾊﾟﾚｰﾀ付","2026/08/17","チャーター便","2026/08/28","","曲げ","道上","2026/08/06","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-002-771","IKM0000C","1.60","495.0","245.0","50.0","鉄 金物 焼付","5Y7/1(近似色)","1","ｴﾝﾄﾞﾌﾟﾚｰﾄ","2026/08/17","チャーター便","2026/08/28","","曲げ","志田","2026/08/06","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-003-771","IKM0000C","0.00","0.0","0.0","0.0","鉄 金物 焼付","5Y7/1(近似色)","3","接続金物","2026/08/17","チャーター便","2026/08/28","","曲げ","道上","2026/08/06","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-010-771","SIP0000N","1.50","940.0","620.0","0.0","SUS ﾌﾟﾚｰﾄ","","1","穴加工ｱﾘ","2026/08/27","チャーター便","2026/08/28","","CAD/CAM","熊谷","2026/08/27","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-009-771","SIP0000N","1.50","670.0","360.0","0.0","SUS ﾌﾟﾚｰﾄ","","1","穴加工ｱﾘ","2026/08/27","チャーター便","2026/08/28","","CAD/CAM","熊谷","2026/08/27","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-008-771","SCI0000N","0.00","600.0","0.0","0.0","SUS ﾁｬﾝﾈﾙ","","15","穴加工ｱﾘ","2026/08/27","チャーター便","2026/08/28","","未着手","","2026/08/27","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-007-771","DKM0000N","0.00","0.0","0.0","0.0","Sﾀﾞｲﾏ 金物","","7","接続金物","2026/08/26","チャーター便","2026/08/28","","未着手","","2026/08/25","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-006-771","DD0000N","1.60","500.0","250.0","6,625.0","Sﾀﾞｲﾏ ﾀﾞｸﾄ","","1","/3170/1190 WP 9分割･支持棒付","2026/08/26","チャーター便","2026/08/28","","未着手","","2026/08/25","製造"
"ナミデン　岡山★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094451-005-771","DKM0000N","0.00","0.0","0.0","0.0","Sﾀﾞｲﾏ 金物","","10","接続金物","2026/08/21","チャーター便","2026/08/28","","CAD/CAM","熊谷","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098549-003-771","SE4030XC","1.50","400.0","400.0","300.0","SUS PB 水切 焼付","2.5Y9/1 近似色","3","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098549-004-771","SE5040XC","1.50","500.0","500.0","400.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098549-001-771","SE2015XC","1.50","200.0","200.0","150.0","SUS PB 水切 焼付","2.5Y9/1 近似色","3","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098549-002-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","4","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098559-001-771","SE2015XC","1.50","200.0","200.0","150.0","SUS PB 水切 焼付","2.5Y9/1 近似色","4","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098559-004-771","SE0000XC","1.50","450.0","450.0","400.0","SUS PBﾄｸ 水切 焼付","2.5Y9/1 近似色","3","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098559-003-771","SE4030XC","1.50","400.0","400.0","300.0","SUS PB 水切 焼付","2.5Y9/1 近似色","2","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平岡電気　大牟田★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098559-002-771","SE3020XC","1.50","300.0","300.0","200.0","SUS PB 水切 焼付","2.5Y9/1 近似色","1","ｱｰｽ","2026/08/28","佐川急便","2026/08/28","","未着手","","2026/08/20","製造"
"平和テクノ　行橋★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100649-001-771","IBGC1800C","2.30","1,800.0","800.0","350.0","鉄 防球ガード 焼付","2.5Y9/1 近似色","12","天吊形空調機用 室内機：S-G140TU1 半ｵｰﾌﾟﾝ","2026/08/28","店頭渡し","2026/08/28","","未着手","","2026/08/25","製造"
"かごしま電工　鹿屋★","九州工場","九州工場","2026/06/15","2026/06/15","26-J0061236-001-771","IP0000XC","1.60","350.0","200.0","100.0","鉄 PBﾄｸ 水切 焼付","2.5Y9/1 近似色","5","蓋面開口 穴加工","2026/08/28","佐川急便","2026/08/31","","CAD/CAM","熊谷","2026/08/25","製造"
"三親電材　米子★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0099678-001-771","IIMP0000C","1.60","443.0","0.0","0.0","鉄 丸ﾌﾟﾚｰﾄ 焼付","N9.5(近似色)","12","Φ443 穴加工ｱﾘ","2026/08/31","福山通運　九州発送","2026/08/31","","未着手","","2026/08/26","製造"
"小林電工　岡山★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100844-001-771","ID0000C","1.60","400.0","200.0","2,000.0","鉄 ﾀﾞｸﾄ 焼付","5Y7/1(近似色)","1","/1900/500 3分割","2026/08/31","福山通運　九州発送","2026/08/31","","未着手","","2026/08/19","製造"
"小林電工　岡山★","九州工場","九州工場","2026/08/03","2026/08/03","26-J0100844-002-771","IKM0000C","0.00","0.0","0.0","0.0","鉄 金物 焼付","5Y7/1(近似色)","1","脱着式接続金物","2026/08/31","福山通運　九州発送","2026/08/31","","未着手","","2026/08/19","製造"
"新光産業　中部","九州工場","九州工場","2026/06/19","2026/06/19","26-J0066035-001-771","ZE0000W","3.20","800.0","800.0","500.0","ZN PBﾄｸ 被せ","","1","◆空冷 ｱｰｽ","2026/08/28","沖縄直送","2026/09/01","","CAD/CAM","熊谷","2026/08/21","製造"
"東芝電材　松江★","九州工場","九州工場","2026/07/28","2026/07/28","26-J0096327-001-771","BD0000C","1.60","200.0","100.0","1,785.0","国土 ﾀﾞｸﾄ 焼付","5Y7/1(近似色)","1","ｱｰｽ","2026/09/01","福山通運　九州発送","2026/09/01","","未着手","","2026/08/27","製造"
"東芝電材　松江★","九州工場","九州工場","2026/07/28","2026/07/28","26-J0096327-002-771","BKM0000C","1.60","195.0","100.0","90.0","処理鋼板 金物 焼付","5Y7/1(近似色)","1","接続金物","2026/09/01","福山通運　九州発送","2026/09/01","","未着手","","2026/08/27","製造"
"東芝電材　松江★","九州工場","九州工場","2026/07/28","2026/07/28","26-J0096336-001-771","BD0000C","1.60","200.0","100.0","3,050.0","国土 ﾀﾞｸﾄ 焼付","N1(近似色)","1","/925 ｱｰｽ 3分割","2026/09/02","福山通運　九州発送","2026/09/02","","未着手","","2026/08/28","製造"
"東芝電材　松江★","九州工場","九州工場","2026/07/28","2026/07/28","26-J0096336-004-771","30PLA","0.00","0.0","0.0","0.0","補修塗料 筆付","N1(近似色)","1","ﾌﾟﾗ30ml","2026/09/02","福山通運　九州発送","2026/09/02","","未着手","","","製造"
"東芝電材　松江★","九州工場","九州工場","2026/07/28","2026/07/28","26-J0096336-002-771","BKM0000C","1.60","195.0","100.0","90.0","処理鋼板 金物 焼付","N1(近似色)","2","接続金物","2026/09/02","福山通運　九州発送","2026/09/02","","未着手","","2026/08/28","製造"
"ナミデン　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097579-001-771","IKM0000C","1.60","500.0","400.0","200.0","鉄 金物 焼付","N-90 近似色","9","","2026/09/01","ヤマックス福岡","2026/09/02","","未着手","","2026/08/28","製造"
"日本テクロ　広島★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092311-007-771","SE0000XNA","1.50","150.0","150.0","150.0","SUS PBﾄｸ 水切","","5","ｱｰｽ 足付　","2026/09/02","佐川急便","2026/09/03","","未着手","","2026/09/02","製造"
"日本テクロ　広島★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092321-001-771","SE0000XNA","1.50","150.0","150.0","150.0","SUS PBﾄｸ 水切","","5","ｱｰｽ 足付　","2026/09/02","佐川急便","2026/09/03","","未着手","","2026/09/02","製造"
"日本テクロ　広島★","九州工場","九州工場","2026/07/23","2026/07/23","26-J0092327-001-771","SE0000WNA","1.50","150.0","150.0","150.0","SUS PBﾄｸ 被せ","","3","ｱｰｽ 足付","2026/09/02","佐川急便","2026/09/04","","未着手","","2026/09/02","製造"
"山電　佐賀★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098379-001-771","ZD0000","3.20","400.0","200.0","3,450.0","ZN ﾀﾞｸﾄ","","1","/3300　6分割　被せ蓋開口セパx1ケーブル支持","2026/09/03","チャーター便","2026/09/04","","未着手","","2026/08/25","製造"
"山電　佐賀★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098379-002-771","ZD0000","3.20","600.0","200.0","3,000.0","ZN ﾀﾞｸﾄ","","1","2分割被せ蓋　開口ケーブル支持","2026/09/03","チャーター便","2026/09/04","","未着手","","2026/08/25","製造"
"誠新産業　長崎★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090433-004-771","ZG0000","9.00","828.0","410.0","0.0","ZN 架台","","8","HDZT77 蓋","2026/09/04","チャーター便","2026/09/07","","未着手","","2026/08/28","製造"
"誠新産業　長崎★","九州工場","九州工場","2026/07/22","2026/07/22","26-J0090433-001-771","ZG0000","0.00","1,700.0","350.0","230.0","ZN 架台","","4","◆HDZT63 開口穴蓋2分割　HH-F3","2026/09/04","チャーター便","2026/09/07","","未着手","","2026/08/28","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-003-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/17","沖縄直送","2026/09/07","","曲げ","道上","2026/08/05","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-002-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/07","沖縄直送","2026/09/07","","曲げ","道上","2026/08/04","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-001-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/06","沖縄直送","2026/09/07","","仕上","三澄","2026/08/03","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-007-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/21","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/18","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-006-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/20","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/17","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-008-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/24","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/19","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-011-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/27","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/24","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-010-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/26","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/21","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-005-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/19","沖縄直送","2026/09/07","","切断","森山","2026/08/07","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-004-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/18","沖縄直送","2026/09/07","","曲げ","道上","2026/08/06","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-009-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/25","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/20","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-013-771","MAMEKOKI","0.00","0.0","0.0","0.0","補修塗料 豆缶(沖縄専用)","2.5Y9/1","2","","2026/09/04","沖縄直送","2026/09/07","","未着手","","","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098366-012-771","SE0000WC","2.00","1,000.0","500.0","250.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","1","ｱｰｽ(外) 外耳被せ蓋 開口 足付x4","2026/08/28","沖縄直送","2026/09/07","","CAD/CAM","熊谷","2026/08/25","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-004-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/09/03","沖縄直送","2026/09/07","","未着手","","2026/08/31","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-001-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","1","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/08/31","沖縄直送","2026/09/07","","未着手","","2026/08/26","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-005-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/09/04","沖縄直送","2026/09/07","","未着手","","2026/09/01","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-002-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/09/01","沖縄直送","2026/09/07","","未着手","","2026/08/27","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-006-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/09/07","沖縄直送","2026/09/07","","未着手","","2026/09/02","製造"
"アサヒ　八重山","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098392-003-771","SE0000WC","2.00","700.0","700.0","300.0","SUS PBﾄｸ 被せ 焼付","2.5Y9/1","2","ｱｰｽ(外) 外耳被せ蓋 開口 足付","2026/09/03","沖縄直送","2026/09/07","","未着手","","2026/08/28","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/06/29","2026/06/29","26-J0071589-001-771","IG0000G","0.00","215.0","210.0","1,100.0","鉄 架台","","1","さび止め [150×75×6.5t　L65×65×6t QR70用(EPS1)","2026/09/07","ヤマックス福岡","2026/09/08","","未着手","","2026/09/03","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/06/29","2026/06/29","26-J0071589-002-771","IG0000G","0.00","215.0","210.0","1,100.0","鉄 架台","","1","さび止め [150×75×6.5t　L65×65×6t QR70用(EPS3)","2026/09/07","ヤマックス福岡","2026/09/08","","未着手","","2026/09/03","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/06/29","2026/06/29","26-J0071589-003-771","IG0000G","0.00","215.0","210.0","900.0","鉄 架台","","1","さび止め [150x75x6.5t L65x65x6t QR50用(EPS2)","2026/09/07","ヤマックス福岡","2026/09/08","","未着手","","2026/09/03","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/06/29","2026/06/29","26-J0071589-005-771","IG0000G","0.00","215.0","210.0","900.0","鉄 架台","","1","さび止め [150x75x6.5t L65x65x6t QR50用(EPS4)","2026/09/07","ヤマックス福岡","2026/09/08","","未着手","","2026/09/03","製造"
"ニッタマテリアル","九州工場","九州工場","2026/07/30","2026/07/30","26-J0098059-001-771","IBGF1250C","2.30","1,250.0","400.0","350.0","鉄 防球ガード 焼付","2.5Y9/1 近似色","32","搬送ファン用","2026/09/07","チャーター便","2026/09/08","","切断","林(浩)","2026/09/04","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097682-001-771","IIP0000G","6.00","180.0","40.0","0.0","鉄 ﾌﾟﾚｰﾄ","","2,392","さび止め 穴加工  東側 A","2026/09/08","メーカー直送","2026/09/09","","未着手","","","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097682-002-771","IIP0000G","6.00","220.0","240.0","0.0","鉄 ﾌﾟﾚｰﾄ","","933","さび止め 穴加工　東側 B","2026/09/08","メーカー直送","2026/09/09","","未着手","","","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097732-003-771","ZIP0000","6.00","180.0","40.0","0.0","ZN ﾌﾟﾚｰﾄ","","204","穴加工  東側 A","2026/09/08","ヤマックス　ｽﾎﾟｯﾄ便","2026/09/10","","未着手","","","製造"
"日本電設資材　福岡★","九州工場","九州工場","2026/07/30","2026/07/30","26-J0097732-004-771","ZIP0000","6.00","220.0","240.0","0.0","ZN ﾌﾟﾚｰﾄ","","18","穴加工　東側 B","2026/09/08","ヤマックス　ｽﾎﾟｯﾄ便","2026/09/10","","未着手","","","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-001-771","ZG0000","0.00","3,500.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-003-771","ZG0000","0.00","1,600.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-004-771","ZG0000","0.00","3,800.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-005-771","ZG0000","0.00","2,450.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-006-771","ZG0000","0.00","1,450.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"啓電社★","九州工場","九州工場","2026/07/31","2026/07/31","26-J0098753-002-771","ZG0000","0.00","2,600.0","0.0","0.0","ZN 架台","","1","C100x50x5x7.5 ｷｭｰﾋﾞｸﾙ架台","2026/09/09","ヤマックス福岡","2026/09/10","","未着手","","2026/08/31","製造"
"三興マテリアルサプライ　大阪★","九州工場","九州工場","2026/05/12","2026/05/12","26-J0036706-001-771","ZP0000W","3.20","1,000.0","300.0","200.0","ZN PBﾄｸ 被せ","","1","◆","2026/09/29","福山通運　九州発送","2026/09/29","","CAD/CAM","熊谷","2026/09/16","製造"
"シンセイ　広島第二★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094371-001-771","SD0000N","2.00","250.0","150.0","4,000.0","SUS ﾀﾞｸﾄ","","2","ｱｰｽ 平蓋 SUSD15溶接","2026/10/19","福山通運　九州発送","2026/10/20","","未着手","","2026/10/19","製造"
"シンセイ　広島第二★","九州工場","九州工場","2026/07/27","2026/07/27","26-J0094375-001-771","SD0000N","2.00","250.0","150.0","4,000.0","SUS ﾀﾞｸﾄ","","2","ｱｰｽ 平蓋 SUSD15溶接","2026/10/20","福山通運　九州発送","2026/10/21","","未着手","","2026/10/20","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001823-001-771","SE2010XC2","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1","10","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/03","","","","塗装","柴﨑","2026/07/29","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001824-001-771","SE2010XC2","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1","10","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/04","","","","塗装","山口","2026/07/30","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001825-001-771","SE2010XC2","1.50","200.0","200.0","100.0","SUS PB 水切 焼付","2.5Y9/1","10","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/05","","","","塗装","山口","2026/07/31","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001828-001-771","SE2020XC2","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/03","","","","塗装","ナム","2026/07/29","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001829-001-771","SE2020XC2","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/04","","","","塗装","山口","2026/07/30","製造"
"","九州工場","九州工場","","2026/07/17","26-R0001830-001-771","SE2020XC2","1.50","200.0","200.0","200.0","SUS PB 水切 焼付","2.5Y9/1","12","***沖縄ｱｰｽ 2.5Y9/1　＊7772用","2026/08/05","","","","塗装","山口","2026/07/31","製造"
